address,price,bedrooms,bathrooms_per_bedroom,full_bathrooms_filled,half_bathrooms,type,size_sqft,lot_size,lot_size_fixedunits
6433 Mecham Ave Las Vegas NV 89107,170000,7,0.428571428571,3,0,Single Family Home,2964,9147.0,9147.0
6373 Tumblegrass Ct Las Vegas NV 89122,165000,4,0.75,3,0,Single Family Home,1902,3920.0,3920.0
7330 Bluemist Mountain Ct Las Vegas NV 89113,559000,5,0.8,4,1,Single Family Home,4823,0.3,13068.0
2023 Via Firenze Las Vegas NV 89044,199999,2,1.0,2,1,Condo/Townhome/Row Home/Co-Op,1796,2178.0,2178.0
650 Freeburg Pl Las Vegas NV 89123,154900,3,0.666666666667,2,0,Single Family Home,1163,4356.0,4356.0
3320 S Fort Apache Rd Unit 128 Las Vegas NV 89117,99900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1149,2221.0,2221.0
5809 Smoke Ranch Rd Unit C Las Vegas NV 89108,64900,2,0.5,1,0,Condo/Townhome/Row Home/Co-Op,844,871.0,871.0
2752 Mintlaw Ave Henderson NV 89044,284000,3,0.666666666667,2,0,Single Family Home,1928,5662.0,5662.0
1250 Golden Apple St Las Vegas NV 89142,102990,2,0.5,1,1,Single Family Home,988,1742.0,1742.0
8901 Sierra Linda Dr Las Vegas NV 89147,255710,3,1.0,3,0,Single Family Home,1967,3920.0,3920.0
3712 Snorkel Cir # B Las Vegas NV 89108,46900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,912,,
150 Las Vegas Blvd N Unit 1104 Las Vegas NV 89101,245000,1,1.0,1,1,Condo/Townhome/Row Home/Co-Op,963,,
5309 W Rome Blvd Las Vegas NV 89131,525000,3,0.666666666667,2,1,Single Family Home,2757,1.14,49658.0
10776 Woodlore Pl Las Vegas NV 89144,340000,3,0.666666666667,2,0,Single Family Home,1813,7840.0,7840.0
5404 Leadville Ave Las Vegas NV 89130,205000,4,0.5,2,1,Single Family Home,1891,6098.0,6098.0
9729 Darlington Ct Las Vegas NV 89149,165900,3,0.666666666667,2,1,Single Family Home,1776,2613.0,2613.0
11164 Whooping Crane Ln Las Vegas NV 89144,284999,4,0.5,2,1,Single Family Home,2067,4791.0,4791.0
4996 Momenti St Las Vegas NV 89135,259000,2,1.0,2,0,Single Family Home,1273,6098.0,6098.0
3308 Royal Glen Ct Las Vegas NV 89117,234900,4,0.75,3,0,Single Family Home,2320,4356.0,4356.0
Las Vegas NV 89122,210000,2,1.0,2,0,Single Family Home,1570,5662.0,5662.0
7928 Capistrano Valley Ave Las Vegas NV 89178,199000,4,0.75,3,0,Single Family Home,1686,4356.0,4356.0
4600 Paradise Rd Unit 6 Las Vegas NV 89169,39000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,448,522.0,522.0
2777 Paradise Rd Unit 1801 Las Vegas NV 89109,2400000,3,2.0,6,0,Condo/Townhome/Row Home/Co-Op,5609,,
8867 Canyon Saddle St Las Vegas NV 89148,314999,5,0.8,4,0,Single Family Home,3141,3484.0,3484.0
8353 Snowmass Dr Las Vegas NV 89128,269500,3,0.666666666667,2,0,Single Family Home,2036,6534.0,6534.0
10420 Rugged Mountain Ave Las Vegas NV 89166,325000,4,0.75,3,0,Single Family Home,2122,6969.0,6969.0
5700 Majestic Tide Ave Las Vegas NV 89131,329999,4,0.75,3,0,Single Family Home,2371,6534.0,6534.0
10331 Almost Heaven St Las Vegas NV 89131,480000,4,1.25,5,0,Single Family Home,3805,0.72,31363.0
4521 Cinderella Ln Las Vegas NV 89102,149900,3,0.666666666667,2,0,Single Family Home,1417,9583.0,9583.0
5344 Donora Ave Las Vegas NV 89141,498000,4,0.75,3,1,Single Family Home,3976,8712.0,8712.0
6408 Alishia Cir Las Vegas NV 89130,249900,3,0.666666666667,2,0,Single Family Home,1914,0.47,20473.0
1376 Wind Cove St Las Vegas NV 89110,159900,3,0.666666666667,2,0,Single Family Home,1463,6098.0,6098.0
6435 Moss Agate Dr Las Vegas NV 89131,419000,4,0.75,3,0,Single Family Home,3044,0.5,21780.0
1045 Pequot St Las Vegas NV 89019,350000,4,0.75,3,0,Single Family Home,2280,2.05,89298.0
4575 Dean Martin Dr Unit 907 Las Vegas NV 89103,479000,2,1.0,2,1,Condo/Townhome/Row Home/Co-Op,1612,,
7928 Violet Dawn St Las Vegas NV 89149,169888,3,0.666666666667,2,1,Single Family Home,1739,2613.0,2613.0
8995 Flying Frog Ave Las Vegas NV 89148,167500,3,0.666666666667,2,1,Single Family Home,1604,3049.0,3049.0
5193 Sandstone Dr Las Vegas NV 89142,135000,3,0.666666666667,2,0,Single Family Home,1452,3920.0,3920.0
4813 Elmhurst Ln Las Vegas NV 89108,129900,2,0.5,1,0,Single Family Home,1300,6098.0,6098.0
7100 Pirates Cove Rd Apt 1096 Las Vegas NV 89145,65000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,711,,
10181 Longoria St Las Vegas NV 89178,299900,4,0.75,3,1,Single Family Home,3289,3920.0,3920.0
Las Vegas NV 89128,275000,5,0.6,3,0,Single Family Home,2294,6098.0,6098.0
4343 Honeycomb Dr Las Vegas NV 89147,190550,4,0.5,2,1,Single Family Home,1803,6098.0,6098.0
2474 Lothian St Henderson NV 89044,375000,3,1.0,3,0,Single Family Home,2582,8276.0,8276.0
9081 Faversham Ct Las Vegas NV 89123,309999,4,0.5,2,1,Single Family Home,2321,7405.0,7405.0
4333 Val Dechiana Ave Las Vegas NV 89141,339000,3,0.666666666667,2,1,Single Family Home,2306,6534.0,6534.0
5952 Fly Fisher St Las Vegas NV 89113,250000,4,0.75,3,0,Single Family Home,2303,4791.0,4791.0
8552 Gold Flash Ave Las Vegas NV 89129,246900,4,0.75,3,0,Single Family Home,1985,3920.0,3920.0
7724 Prosperity River Ave Las Vegas NV 89129,194900,3,0.666666666667,2,1,Single Family Home,1725,3484.0,3484.0
10113 Cresent Creek Dr Las Vegas NV 89134,204990,2,1.0,2,0,Single Family Home,1402,6534.0,6534.0
7597 Hope Valley St Las Vegas NV 89139,217000,3,0.666666666667,2,1,Single Family Home,2009,4791.0,4791.0
4381 W Flamingo Rd # 2601 Las Vegas NV 89103,280000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,1220,,
9726 Villa La Mora Ave Las Vegas NV 89147,165000,3,0.666666666667,2,1,Single Family Home,1516,2178.0,2178.0
6417 Addely Dr Las Vegas NV 89108,89900,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1040,3920.0,3920.0
9348 Outer Banks Ave Las Vegas NV 89149,329000,4,0.75,3,0,Single Family Home,3747,7840.0,7840.0
8840 La Manga Ave Las Vegas NV 89147,310000,4,0.5,2,0,Single Family Home,2464,7840.0,7840.0
10358 Wood Plank Ln Las Vegas NV 89135,285000,3,0.666666666667,2,1,Single Family Home,1878,3920.0,3920.0
9067 Indian Valley Dr Las Vegas NV 89129,284900,4,0.75,3,0,Single Family Home,2221,4356.0,4356.0
Las Vegas NV 89131,199900,3,0.666666666667,2,1,Single Family Home,2036,4356.0,4356.0
1404 Sunblush Ln Las Vegas NV 89117,387000,5,0.6,3,0,Single Family Home,2960,8276.0,8276.0
6383 Diego Dr Las Vegas NV 89156,149999,3,0.666666666667,2,1,Single Family Home,1578,3920.0,3920.0
317 N Minnesota St Las Vegas NV 89107,105000,4,0.5,2,0,Single Family Home,1447,8712.0,8712.0
Las Vegas NV 89102,214900,4,0.5,2,0,Single Family Home,1762,7840.0,7840.0
10136 June Flower Dr Las Vegas NV 89141,184900,3,0.666666666667,2,1,Single Family Home,1846,3484.0,3484.0
8085 Wishing Well Rd Las Vegas NV 89123,268999,3,0.666666666667,2,0,Single Family Home,1923,0.47,20473.0
211 E Flamingo Rd # 808 Las Vegas NV 89169,179900,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,922,,
6859 Pipil St Las Vegas NV 89166,189000,3,0.666666666667,2,1,Single Family Home,1676,3484.0,3484.0
4620 Denaro Dr Las Vegas NV 89135,425000,3,0.666666666667,2,0,Single Family Home,2216,6534.0,6534.0
11463 Crimson Rose Ave Las Vegas NV 89138,279900,2,1.0,2,0,Single Family Home,1567,5662.0,5662.0
3151 Soaring Gulls Dr Unit 1124 Las Vegas NV 89128,80000,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1109,,
7621 Siesta Grande Ave Las Vegas NV 89129,342300,4,0.75,3,1,Single Family Home,4401,0.36,15682.0
5453 Red Sun Dr Las Vegas NV 89149,210000,3,0.666666666667,2,1,Single Family Home,1937,5662.0,5662.0
1355 Wind Cove St Las Vegas NV 89110,247388,4,0.75,3,0,Single Family Home,2390,6534.0,6534.0
7200 Pirates Cove Rd Unit 2106 Las Vegas NV 89145,75000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,908,4007.0,4007.0
200 W Sahara Ave Unit 3202 Las Vegas NV 89102,339000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1295,,
5690 Sago Palm Ct Las Vegas NV 89122,186505,3,0.666666666667,2,1,Single Family Home,1735,2613.0,2613.0
7326 Caballo Range Ave Las Vegas NV 89179,305000,4,0.5,2,1,Single Family Home,2802,4791.0,4791.0
Las Vegas NV 89123,170000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1184,,
5005 Glittering Star Ct Las Vegas NV 89130,149900,3,0.666666666667,2,1,Single Family Home,1639,3920.0,3920.0
2012 Gray Eagle Way Las Vegas NV 89117,949000,3,1.33333333333,4,1,Single Family Home,4045,0.28,12197.0
9459 Wishingstar Ct Las Vegas NV 89123,345000,3,0.666666666667,2,1,Single Family Home,2776,6098.0,6098.0
10678 Verona Wood St Las Vegas NV 89141,259900,3,0.666666666667,2,1,Single Family Home,2179,3049.0,3049.0
7457 Enviable Ct Las Vegas NV 89149,154900,3,0.666666666667,2,1,Single Family Home,1298,1742.0,1742.0
1253 Elliston Rd Las Vegas NV 89135,420000,2,1.0,2,1,Single Family Home,2745,5227.0,5227.0
3936 Camryn Holly St Las Vegas NV 89129,175000,3,0.666666666667,2,0,Single Family Home,1389,4356.0,4356.0
5864 Ancona Dr Las Vegas NV 89141,230000,3,1.0,3,0,Single Family Home,1897,3484.0,3484.0
10034 Floragold Ct Las Vegas NV 89147,224500,3,0.666666666667,2,1,Single Family Home,1833,4356.0,4356.0
7208 Harlow St Las Vegas NV 89131,400000,3,0.666666666667,2,1,Single Family Home,3408,0.29,12632.0
10882 Avenzano St Las Vegas NV 89141,199000,3,0.666666666667,2,1,Single Family Home,1748,2613.0,2613.0
9107 Champney Ave Las Vegas NV 89148,174880,3,0.666666666667,2,1,Single Family Home,1421,1742.0,1742.0
9524 Havasu Canyon Ave Las Vegas NV 89166,169995,3,0.666666666667,2,1,Single Family Home,1559,2178.0,2178.0
2504 Sunup Dr Las Vegas NV 89134,290000,2,1.0,2,0,Single Family Home,1653,6969.0,6969.0
4931 E Mesa Vista Ave Las Vegas NV 89120,105000,3,0.666666666667,2,0,Single Family Home,1188,6098.0,6098.0
4700 Standing Bluff Way Las Vegas NV 89130,165500,3,0.666666666667,2,0,Single Family Home,1586,6969.0,6969.0
70 Colbath St Las Vegas NV 89110,68000,3,0.666666666667,2,1,Single Family Home,1503,3484.0,3484.0
8661 Country Crossings St Las Vegas NV 89123,112000,3,0.666666666667,2,0,Single Family Home,1143,8712.0,8712.0
7877 Fall Harvest Dr Las Vegas NV 89147,180000,3,0.666666666667,2,0,Single Family Home,1574,4356.0,4356.0
5413 Nickel Creek Trl Las Vegas NV 89122,119999,3,1.0,3,1,Single Family Home,1362,2613.0,2613.0
6181 Bullion Blvd Las Vegas NV 89103,145000,2,1.0,2,0,Single Family Home,1650,7405.0,7405.0
Las Vegas NV 89148,125000,2,0.5,1,1,Single Family Home,1297,2178.0,2178.0
1212 Silver Prospect Dr Las Vegas NV 89108,134000,3,0.666666666667,2,0,Single Family Home,1317,4356.0,4356.0
7709 Dusty Lynx Ct Las Vegas NV 89139,161000,3,0.666666666667,2,1,Single Family Home,2241,5227.0,5227.0
1621 Palmae Way Las Vegas NV 89128,129900,2,1.0,2,0,Single Family Home,1374,4791.0,4791.0
6745 Balsam St Las Vegas NV 89131,4250000,3,1.0,3,1,Single Family Home,3610,2.45,106722.0
5434 Pendini Point Ct Las Vegas NV 89141,487500,3,0.666666666667,2,1,Single Family Home,3073,0.29,12632.0
7733 Hampton Willows Ln Las Vegas NV 89113,143000,3,0.666666666667,2,1,Single Family Home,1443,1742.0,1742.0
6528 Hartwood Rd Las Vegas NV 89108,126000,3,0.666666666667,2,1,Single Family Home,1336,3484.0,3484.0
107 Cervantes St Las Vegas NV 89101,76000,3,0.666666666667,2,0,Single Family Home,1350,6098.0,6098.0
1251 Desert Solitude St Las Vegas NV 89110,93900,3,0.666666666667,2,0,Single Family Home,1602,4791.0,4791.0
835 Offerman Ave Las Vegas NV 89123,140000,2,1.0,2,0,Single Family Home,1179,5227.0,5227.0
7653 Interlace St Las Vegas NV 89149,135000,3,0.666666666667,2,1,Single Family Home,1298,1742.0,1742.0
7725 Littondale St Las Vegas NV 89139,218000,3,1.0,3,0,Single Family Home,2054,4791.0,4791.0
2757 Blairgowrie Dr Henderson NV 89044,250000,3,0.666666666667,2,0,Single Family Home,1801,7840.0,7840.0
10517 Music Ave Las Vegas NV 89144,149000,3,1.0,3,0,Single Family Home,1315,3920.0,3920.0
469 Europa Way Las Vegas NV 89145,155000,3,0.666666666667,2,1,Single Family Home,1567,3484.0,3484.0
313 Beechgate Ave Las Vegas NV 89110,68000,3,0.333333333333,1,1,Single Family Home,945,6534.0,6534.0
7470 Fort Mcdermitt Ave Las Vegas NV 89179,350051,3,0.666666666667,2,1,Single Family Home,2355,6969.0,6969.0
5783 Sol Vista Ave Las Vegas NV 89122,95000,3,0.666666666667,2,1,Single Family Home,1731,2178.0,2178.0
7107 Rusty Nail Way Las Vegas NV 89119,110000,3,0.666666666667,2,0,Single Family Home,1358,8276.0,8276.0
6550 Chinatown St Las Vegas NV 89166,145000,3,0.666666666667,2,1,Single Family Home,2087,3484.0,3484.0
10257 Missouri Meadows St Las Vegas NV 89183,140000,3,0.666666666667,2,1,Single Family Home,1351,2178.0,2178.0
3945 Clear View Dr Las Vegas NV 89121,76000,3,0.666666666667,2,0,Single Family Home,1743,5662.0,5662.0
1620 Davilla St Unit 101 Las Vegas NV 89146,78900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1085,2657.0,2657.0
2199 Clearwater Lake Dr Henderson NV 89044,329900,2,1.0,2,0,Single Family Home,2096,8712.0,8712.0
9457 Las Vegas Blvd S Unit 292 Las Vegas NV 89123,59500,2,0.5,1,0,Condo/Townhome/Row Home/Co-Op,736,,
4235 E Boston Ave Las Vegas NV 89104,204900,3,0.666666666667,2,0,Single Family Home,1910,0.23,10019.0
7645 Rockfield Dr Las Vegas NV 89128,150000,3,0.666666666667,2,0,Single Family Home,1276,3920.0,3920.0
3755 Kit Fox St Las Vegas NV 89122,174900,4,0.5,2,1,Single Family Home,2069,4791.0,4791.0
10180 Deerfield Beach Ave Unit 103 Las Vegas NV 89129,124850,3,0.666666666667,2,1,Condo/Townhome/Row Home/Co-Op,1492,,
7805 Clarkdale Dr Unit 201 Las Vegas NV 89128,94900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,996,,
1629 Gatewood Dr Las Vegas NV 89108,159900,3,0.666666666667,2,0,Single Family Home,1416,6534.0,6534.0
1341 Crystal Mountain Dr Las Vegas NV 89117,499900,4,0.75,3,1,Single Family Home,3599,0.47,20473.0
2130 Sealion Dr Unit 205 Las Vegas NV 89128,85000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1005,,
1571 Balsam Mist Ave Las Vegas NV 89183,244000,4,0.75,3,0,Single Family Home,2259,4791.0,4791.0
11008 Clarion Ln Las Vegas NV 89134,174900,2,1.0,2,0,Single Family Home,1187,6969.0,6969.0
9457 Las Vegas Blvd S Unit 123 Las Vegas NV 89123,59500,2,0.5,1,0,Condo/Townhome/Row Home/Co-Op,736,,
9569 W Cherokee Ave Las Vegas NV 89147,224000,3,0.666666666667,2,0,Single Family Home,1602,4356.0,4356.0
Las Vegas NV 89107,47000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,876,,
10780 Elk Lake Dr Las Vegas NV 89144,389900,5,0.8,4,0,Single Family Home,3754,6098.0,6098.0
7708 Partridge Ave Las Vegas NV 89145,120000,3,0.666666666667,2,0,Single Family Home,1472,6969.0,6969.0
Las Vegas NV 89178,190000,4,0.5,2,1,Single Family Home,1875,2613.0,2613.0
6789 Garnet Haze Dr Las Vegas NV 89122,110000,2,1.0,2,1,Single Family Home,1346,2178.0,2178.0
Las Vegas NV 89103,80000,2,1.0,2,0,Single Family Home,1342,6969.0,6969.0
8588 Maggie Ave Las Vegas NV 89143,399000,3,0.333333333333,1,0,Single Family Home,1352,2.14,93218.0
10712 Cape Shore Ave Las Vegas NV 89166,176900,3,0.666666666667,2,1,Single Family Home,1513,3920.0,3920.0
4136 E Harmon Ave Las Vegas NV 89121,145000,4,0.5,2,0,Single Family Home,1660,7405.0,7405.0
5842 Swan Point Pl Las Vegas NV 89122,239000,2,1.0,2,0,Single Family Home,1910,8276.0,8276.0
11360 Lago Augustine Way Las Vegas NV 89141,1195000,5,0.8,4,2,Single Family Home,5969,0.27,11761.0
2725 S Nellis Blvd Unit 1099 Las Vegas NV 89121,48000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1029,2178.0,2178.0
3128 Single Leaf Cir Las Vegas NV 89146,137900,4,0.5,2,0,Single Family Home,1968,8712.0,8712.0
5259 Paradise Valley Ave Las Vegas NV 89156,114900,4,0.5,2,1,Single Family Home,1342,1742.0,1742.0
60 Belle Ridge Ave Las Vegas NV 89123,165000,3,0.666666666667,2,1,Single Family Home,1428,1742.0,1742.0
5919 Vegas Dr Las Vegas NV 89108,64900,3,0.333333333333,1,1,Condo/Townhome/Row Home/Co-Op,1254,871.0,871.0
6305 Miraloma St Las Vegas NV 89108,154990,3,0.666666666667,2,0,Single Family Home,1408,7840.0,7840.0
10616 Umbrella Tree Ct Las Vegas NV 89144,309900,4,0.5,2,1,Single Family Home,2106,6969.0,6969.0
116 Kathyjo Way Las Vegas NV 89110,96400,3,0.666666666667,2,0,Single Family Home,1480,6098.0,6098.0
605 Dolores Dr Las Vegas NV 89107,142500,3,0.666666666667,2,0,Single Family Home,1533,4791.0,4791.0
2941 Country Manor Ln Apt 28 Las Vegas NV 89115,40000,1,1.0,1,1,Condo/Townhome/Row Home/Co-Op,862,2657.0,2657.0
Las Vegas NV 89141,274900,3,0.666666666667,2,0,Single Family Home,2185,7405.0,7405.0
Las Vegas NV 89109,249000,1,1.0,1,1,Condo/Townhome/Row Home/Co-Op,814,,
Las Vegas NV 89122,175000,5,0.6,3,0,Single Family Home,2122,3484.0,3484.0
7315 Camrose Ridge Pl Unit 104 Las Vegas NV 89149,128900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1084,,
4325 Avondale Ave Las Vegas NV 89121,50000,3,0.333333333333,1,0,Single Family Home,875,8712.0,8712.0
4613 Painted Cliffs Dr Las Vegas NV 89108,113300,3,0.666666666667,2,0,Single Family Home,1162,5662.0,5662.0
6304 Bristol Way Las Vegas NV 89107,95000,3,0.333333333333,1,0,Single Family Home,988,5662.0,5662.0
11259 Dolcetto Dr Las Vegas NV 89141,199900,3,1.0,3,0,Single Family Home,1396,3920.0,3920.0
3739 Northern Light Dr Las Vegas NV 89115,85900,4,0.5,2,0,Single Family Home,1060,5662.0,5662.0
4381 W Flamingo Rd # 2322 Las Vegas NV 89103,450000,1,1.0,1,1,Condo/Townhome/Row Home/Co-Op,1220,,
211 E Flamingo Rd # 411 Las Vegas NV 89169,115000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,941,,
211 E Flamingo Rd # 410 Las Vegas NV 89169,115000,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,941,,
4062 Asante Cove St Las Vegas NV 89115,85500,3,0.666666666667,2,1,Single Family Home,1130,1742.0,1742.0
6366 Lorne Green Ave Unit 101 Las Vegas NV 89011,85000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1144,1306.0,1306.0
778 Oakmont Ave Unit 303 Las Vegas NV 89109,139900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1194,,
4801 Black Bear Rd Unit 202 Las Vegas NV 89149,114900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1186,2613.0,2613.0
9124 Diamond Lake Ave Las Vegas NV 89129,374000,6,0.5,3,0,Single Family Home,3417,6098.0,6098.0
2200 S Fort Apache Rd Unit 1233 Las Vegas NV 89117,94900,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1053,,
4795 W Maulding Ave Las Vegas NV 89139,249000,4,0.5,2,1,Single Family Home,2113,0.51,22216.0
2347 E Hacienda Ave Las Vegas NV 89119,145000,4,0.5,2,1,Single Family Home,1975,6969.0,6969.0
7559 Orchard Pine St Las Vegas NV 89139,188888,4,0.75,3,0,Single Family Home,1558,2613.0,2613.0
5663 Pineview Pl Las Vegas NV 89142,138900,3,0.666666666667,2,0,Single Family Home,1218,6969.0,6969.0
2750 S Durango Dr Apt 1157 Las Vegas NV 89117,78000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,965,,
9064 Mcginnis Ave Las Vegas NV 89148,130000,3,0.666666666667,2,1,Single Family Home,1390,1742.0,1742.0
1720 W Bonanza Rd Apt 54 Las Vegas NV 89106,21999,1,1.0,1,0,Condo/Townhome/Row Home/Co-Op,640,,
7612 Kit Carson Ave Las Vegas NV 89178,392333,5,0.6,3,0,Single Family Home,3077,6098.0,6098.0
7621 Boyd Ave Las Vegas NV 89178,387963,5,0.6,3,0,Single Family Home,3077,6098.0,6098.0
7444 Manse Ranch Ave North Las Vegas NV 89178,382860,3,0.666666666667,2,1,Single Family Home,2500,6534.0,6534.0
7469 Manse Ranch Ave North Las Vegas NV 89178,381374,3,0.666666666667,2,1,Single Family Home,2500,6969.0,6969.0
5020 Pioneer Scout St Las Vegas NV 89031,267628,3,0.666666666667,2,1,Single Family Home,2150,6534.0,6534.0
9131 Mangostone Ln Las Vegas NV 89147,258999,3,0.666666666667,2,1,Single Family Home,2280,4791.0,4791.0
6518 Hillside Pine St Las Vegas NV 89148,235000,3,0.666666666667,2,1,Single Family Home,1697,3484.0,3484.0
4512 Bingham Ave Las Vegas NV 89110,49900,3,0.666666666667,2,0,Condo/Townhome/Row Home/Co-Op,1120,2613.0,2613.0
6133 Tokara Ave Las Vegas NV 89122,159900,3,0.666666666667,2,0,Single Family Home,1234,4356.0,4356.0
Las Vegas NV 89109,625000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,1556,,
4804 San Rafael Ave Las Vegas NV 89120,119900,3,0.666666666667,2,0,Single Family Home,1368,5662.0,5662.0
Las Vegas NV 89148,235000,4,0.5,2,1,Single Family Home,2184,3484.0,3484.0
607 Bell Dr Las Vegas NV 89101,49990,3,0.666666666667,2,0,Single Family Home,1156,7405.0,7405.0
3846 Valley Meadow Dr Las Vegas NV 89120,155000,4,0.75,3,0,Single Family Home,2220,6098.0,6098.0
6808 Elm Creek Dr Unit 101 Las Vegas NV 89108,70000,2,1.0,2,0,Condo/Townhome/Row Home/Co-Op,906,2874.0,2874.0
6340 Evergreen Ave Las Vegas NV 89107,179990,5,0.6,3,0,Single Family Home,2239,6098.0,6098.0
3145 Emerald Creek Dr Las Vegas NV 89156,72900,3,0.666666666667,2,0,Single Family Home,1316,4791.0,4791.0
6121 Grandross Ct Las Vegas NV 89130,185000,4,0.5,2,1,Single Family Home,1657,2613.0,2613.0
7833 Sleeping Lily Dr Las Vegas NV 89178,330000,4,0.5,2,1,Single Family Home,2486,6969.0,6969.0
12128 Montura Rosa Pl Las Vegas NV 89138,393900,4,0.75,3,1,Single Family Home,2195,6969.0,6969.0
524 Ampere Ln Las Vegas NV 89145,320000,4,0.75,3,0,Single Family Home,2390,9583.0,9583.0
1233 Stokes St Las Vegas NV 89110,189990,4,0.5,2,1,Single Family Home,1921,5227.0,5227.0
6526 Tulip Garden Dr Las Vegas NV 89142,299000,4,0.5,2,1,Single Family Home,2437,6534.0,6534.0
3928 Blushing Hearts Rd Las Vegas NV 89115,164990,4,0.5,2,1,Single Family Home,1949,3920.0,3920.0
816 Cambridge Cross Pl Las Vegas NV 89144,258000,4,0.5,2,0,Single Family Home,1959,5227.0,5227.0
4128 E St Louis Ave Las Vegas NV 89104,140000,4,0.5,2,0,Single Family Home,1358,6098.0,6098.0
120 Pecos St Las Vegas NV 89101,128000,4,0.75,3,0,Single Family Home,1352,7405.0,7405.0
5966 Sierra Medina Ave Las Vegas NV 89139,235000,4,0.75,3,0,Single Family Home,1903,5227.0,5227.0
5919 Vizzi Ct Las Vegas NV 89131,374000,4,0.75,3,1,Single Family Home,3763,9147.0,9147.0
North Las Vegas NV 89110,120000,4,0.5,2,1,Single Family Home,1486,3484.0,3484.0
9965 Mission Creek Inn St Las Vegas NV 89178,205000,4,0.5,2,1,Single Family Home,2041,3484.0,3484.0
Las Vegas NV 89130,169950,4,0.5,2,1,Single Family Home,1422,3920.0,3920.0
9624 Twelve Pins Dr Las Vegas NV 89129,305000,4,0.75,3,0,Single Family Home,2432,7405.0,7405.0
8933 Brian Christopher Ave Las Vegas NV 89149,174995,4,0.75,3,1,Single Family Home,1670,1742.0,1742.0
10033 Canyon Dunes Ave Las Vegas NV 89147,289999,4,0.75,3,0,Single Family Home,2454,7405.0,7405.0
5309 W Gowan Rd Las Vegas NV 89130,249900,4,0.5,2,0,Single Family Home,1776,0.46,20038.0
9986 Floragold Ct Las Vegas NV 89147,235000,4,0.5,2,1,Single Family Home,1833,4356.0,4356.0
758 Cambridge Crest Ct Unit Lot 6 Las Vegas NV 89123,266190,4,0.75,3,0,Single Family Home,2022,4356.0,4356.0
5203 Timberwood St Las Vegas NV 89122,160000,4,0.5,2,0,Single Family Home,1390,6969.0,6969.0
1921 Smith St Las Vegas NV 89108,175000,4,0.5,2,0,Single Family Home,2026,7840.0,7840.0
2929 El Camino Rd Las Vegas NV 89146,250000,4,0.5,2,0,Single Family Home,2863,0.46,20038.0
1485 Westwind Rd Las Vegas NV 89146,449999,4,0.75,3,2,Single Family Home,3618,0.48,20909.0
7428 Darling Rd Las Vegas NV 89131,360000,4,0.75,3,0,Single Family Home,2898,0.25,10890.0
Las Vegas NV 89134,355000,4,0.75,3,0,Single Family Home,2545,0.24,10454.0
3400 Beam Dr Las Vegas NV 89139,284900,4,0.75,3,0,Single Family Home,3101,0.49,21344.0
1805 Hill Canyon Ln Las Vegas NV 89144,205000,4,0.5,2,0,Single Family Home,1833,8276.0,8276.0
7275 Great Oak Ave Las Vegas NV 89147,120000,4,0.5,2,1,Single Family Home,1713,6098.0,6098.0
6529 Collingsworth St Las Vegas NV 89131,230000,4,0.5,2,1,Single Family Home,2320,6969.0,6969.0
1300 Marina Del Rey Ct Las Vegas NV 89117,512000,4,1.0,4,0,Single Family Home,3591,0.53,23087.0
5702 Fairlight Dr Las Vegas NV 89142,100000,4,0.5,2,1,Single Family Home,1542,3920.0,3920.0
3701 Guinevere Ave Las Vegas NV 89110,62000,4,0.5,2,0,Single Family Home,1296,6534.0,6534.0
Las Vegas NV 89121,120000,4,0.5,2,0,Single Family Home,2302,0.32,13939.0
4379 Goya St Las Vegas NV 89121,225000,4,0.5,2,1,Single Family Home,2827,0.27,11761.0
716 Proud Eagle Ln Las Vegas NV 89144,599000,4,1.0,4,1,Single Family Home,3268,7405.0,7405.0
7038 Thistle Ridge St Las Vegas NV 89166,359950,4,0.5,2,1,Single Family Home,2426,5227.0,5227.0
